Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GAS6-DT,5.404186289435,1.01910579145739,1.01765598207314,1.00142465568894,0.316621549038649,
RASA3,413.831050300639,-0.207868798472648,0.11139470335274,-1.86605639421127,0.0620334759028627,0.23464157924678
CDC16,1957.95145070155,-0.0891504657947217,0.0803183260234811,-1.10996419134356,0.267014457326742,0.534028914653485
AL160396.2,4.32729024727636,1.07387883961325,0.980064798773287,1.09572228382999,0.273200327725301,
UPF3A,837.03600392828,0.252851314026335,0.0963154443277063,2.62524162963966,0.0086587495969564,0.0691983945935145
CHAMP1,1816.27794075042,0.208156658546478,0.0875905883262516,2.37647288965739,0.0174790457810813,0.10853211997156
AL589182.1,17.8465903655994,-1.12970776488881,0.555594744676614,-2.03333054481349,0.0420191392143189,
AL589743.4,32.9606227217549,-0.0273527288307322,0.373526902226761,-0.0732282699523659,0.941624470604138,
LINC01297,3.88541828231041,-1.23479051136375,0.953936487591116,-1.2944158520258,0.195521818020937,
TTC5,1001.62147617526,-0.266708180963055,0.0775309566271264,-3.44002179988244,0.000581667332833372,0.0121549916794223
AL356019.2,51.3548924420668,0.0841297288741808,0.327330286983349,0.257017856946615,0.797164988163119,0.912483688817718
CCNB1IP1,2324.31545521929,0.10053431660713,0.0844579996192911,1.19034688318816,0.233910080870533,0.494719291147674
AL355075.6,19.5757341599903,0.146161962277523,0.390538942907218,0.374257074568483,0.7082130647884,
AL355075.4,32.9888757922115,-0.430156966962453,0.415838939745282,-1.03443166536049,0.300934407421707,
PARP2,2634.27693946293,0.31443213760029,0.0817521689833023,3.84616263410102,0.000119982139764846,0.00428730782883703
TEP1,584.383110007365,-0.145461598588765,0.0915918971211294,-1.58814920490612,0.112252604026215,0.327040855399373
KLHL33,2.14830330252091,-1.66196945437064,1.52293846565437,-1.09129127134925,0.275144737318785,
OSGEP,1909.23668313758,0.0953574359326013,0.0806849939913355,1.18184846048128,0.237265835293549,0.499176916734834
AL355075.2,46.3169706277862,0.270491856033415,0.284418444655771,0.951034861191191,0.341586679387792,0.608770532617864
