Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AL627309.5,9.47983653852025,1.52621047480016,0.72445345679527,2.10670604230613,0.0351430681310444,0.091112930093763
LINC01409,85.8672761861248,-0.379866207273291,0.250959700183885,-1.51365421219006,0.130113563683158,0.253683883586345
FAM87B,2.60632393475073,1.6908587339155,1.59231465590219,1.06188731457569,0.288286844609716,0.451072119912969
LINC01128,518.586690994404,0.231813012111096,0.126878738445964,1.82704379749033,0.067693184484955,0.152842568883903
LINC00115,62.1689721678832,-0.640675486132862,0.268762882556222,-2.38379451819892,0.0171351671070573,0.050342855299029
AL645608.6,22.5445985399107,0.914520153747431,0.423733133462426,2.15824555959234,0.0309087449151928,0.0817789288816134
AL645608.2,175.066007487928,0.321331769646222,0.161148066336984,1.99401567111746,0.046150341949112,0.113172850962229
AL645608.4,3.19828344677497,-1.58591044400628,1.21516650186205,-1.30509723694336,0.191859739507574,0.337922804061962
LINC02593,1160.65521448887,0.927604220788819,0.111231413075114,8.33940876182534,7.46628979859379e-17,7.6184872444882e-15
SAMD11,2146.8561423618,0.822280810978022,0.102283621589877,8.03922268488979,9.04101478013922e-16,7.26842794294223e-14
NOC2L,8366.35006839828,0.143388003494863,0.0853378905086635,1.6802384338327,0.0929109342493256,0.196122523446723
KLHL17,1914.85012412966,0.641419577640478,0.0892015933757376,7.19067399321749,6.44722579322439e-13,2.7088558870129e-11
PLEKHN1,11.9464474476868,1.30551873240334,0.655266124134408,1.99234888592463,0.0463327914103023,0.113530316569564
AL645608.7,304.60033272989,0.673987359327687,0.183009862210578,3.68279256203238,0.000230692876186287,0.00124107688402536
HES4,4653.4553198556,0.972295011146639,0.125960952853283,7.71901918111994,1.17228263285319e-14,7.13785599171036e-13
ISG15,134.073658569397,0.6745268151207,0.215105880129335,3.13578975486459,0.00171392025497125,0.00718330242723338
AL645608.1,22.6880285853439,0.721456014692197,0.4562396460695,1.58130934237639,0.11380732453375,0.228562325501922
AGRN,2612.08884368057,0.809830955682534,0.0811571607660651,9.97855208386189,1.89207553772547e-23,7.638638002413e-21
AL645608.8,10.6799764156249,-0.221174886481076,0.602247274037964,-0.367249294460292,0.713433072589664,0.824674735289767
C1orf159,754.268695938703,0.373050185451319,0.108602058219022,3.43501947908736,0.000592511237001898,0.00284770346334427
AL390719.3,18.8465332518507,0.04644503135064,0.466420120068915,0.0995776754737285,0.920679618109172,0.955483494211518
