Genes,CTRL_IgG_1,CTRL_IgG_2,TERT_IR_1,TERT_IR_2
TRMT1L,1.293697066,1.472173181,3.742660177,3.815088798
REXO1,1.637994596,1.953127115,1.735999085,1.081640883
NOC4L,1.315060429,1.337595076,4.341455903,4.211244769
LAMC1,1.446148119,1.677696359,1.412972324,1.934732005
NAIP,1.044485549,1.764201889,3.111269652,3.07843637
MLLT1,1.60728318,1.832890867,1.490419518,1.324357304
PALM,2.729190283,2.903516485,3.740227887,3.465527298
LANCL1,1.729201797,1.776501943,1.259497624,1.314341875
IDH1,1.560207322,0.997963837,1.885690374,1.928694721
MELTF,1.833187764,1.509454848,2.649129759,1.717490998
RANBP9,1.503661228,1.233873645,1.504080911,3.428555486
DGKE,2.174130191,1.299007694,3.643879485,3.388373283
TAF2,0.83729369,2.060589615,2.447720722,2.238436032
MDC1,1.762447746,1.586877889,1.704555694,1.962048268
DRG2,1.545215398,1.275096823,3.198667007,2.644025733
SFXN1,2.625861438,2.814966713,4.049763408,3.941405522
SLK,1.35924719,2.707873523,3.072813401,3.025216607
EIF3G,1.100307154,2.368757531,4.02052146,3.933189723
TAS2R42,3.684476098,3.864765749,4.223821564,4.309811563
BMP2K,1.450394882,1.389321383,1.707499802,1.951073768
VPS26A,2.29797141,2.526017842,3.657041044,3.737573522
ACOT7,1.625766326,1.752636169,1.694483922,1.839598783
ESYT1,1.363143136,1.837787874,3.231972924,3.137600871
ANKRD30B,1.618041888,1.605154373,1.351551444,2.077947084
USP7,1.054146092,1.28772733,3.763618137,3.507746947
GTPBP6,1.618390962,2.099797351,3.910328708,3.660433398
TBC1D4,1.871996758,1.995873233,1.340702317,1.253010949
OSBPL3,1.23972619,1.390273192,1.768966093,1.072693309
OXSR1,1.422004213,1.544238557,2.512859142,2.280580209
ETF1,1.818664288,1.555032772,3.005476669,3.237366869
CMAS,1.736940469,1.862355606,3.961881839,3.890743672
TCF25,1.52776119,1.383007357,3.892307815,3.324431514
DNA2,1.392453333,1.441560399,3.431814556,3.406476941
ULK1,1.486546549,1.826439333,1.325628171,1.40293891
GCN1,1.361971391,1.280514018,3.72615137,3.453917946
CENPF,1.983474973,0.904307093,1.60296079,2.145220512
MRPL17,1.513380268,1.816778071,1.912895422,1.143986457
GPN3,1.697716813,0.932123833,4.04352331,3.90481535
GAA,1.296055881,1.711218991,1.268420151,1.616081272
SMARCAD1,1.291291418,1.159225427,3.2221047,2.764932235
PGP,1.373898299,1.942240817,1.539458717,1.708499496
ZC3H13,1.804554038,1.247953553,1.688268882,1.799565508
AHDC1,1.812011656,1.187757678,1.935802295,1.569299049
ZCCHC12,1.949223157,1.343527133,3.03740274,3.112615143
CCDC175,1.705191741,1.276117209,2.398313446,1.760407154
GNG10,1.114856206,1.497662799,3.199834044,3.244099663
TOP1,1.530865876,2.258130165,4.458460718,4.3404068
NCAPG,1.684198185,1.41069928,3.388933106,3.307802185
CPSF6,1.979286261,1.787294976,2.491255623,2.314155061
PLEKHH3,1.299508384,2.336738912,3.353251259,2.956016404
NDUFA10,1.731560073,1.42081396,3.628759839,3.855607676
NUP88,2.344524185,1.386297928,1.427564116,1.672727084
PUM1,2.001887941,1.516814736,4.084577893,3.952874788
RPA2,1.616230284,1.817668783,2.796300679,2.612152362
PSMA5,3.217046221,3.514063379,5.027183492,4.760423269
VWDE,1.408253214,1.380800989,2.51744208,1.901332267
CDO1,1.373538866,1.940749529,4.255665866,4.038547289
ARHGAP12,1.633834519,1.320970251,1.62010485,1.527379616
PDK3,1.429369462,1.765417218,3.216968303,2.88212612
NFXL1,1.342674645,1.503881344,0.806762129,2.505480906
TRAF7,1.377129553,1.077603687,3.709479297,1.437445989
CSE1L,1.29501408,1.176593092,4.153600957,3.992727774
MCCC2,1.842582529,1.569819526,3.318549721,1.903319138
SLC25A10,1.254660553,1.520938584,4.853806024,4.634489828
PDS5A,1.475838103,1.000545907,1.926639954,1.402347509
PPA2,1.817415325,1.576801258,1.982053234,1.50072012
EXOSC6,1.192051061,1.704773871,3.712335901,3.575893928
SEC61A1,0.897379993,1.734536389,3.498177447,3.407613015
PSMA2,3.446781616,1.210713269,4.482603699,4.548685436
ARPC5L,3.553094485,3.108177625,4.353844085,4.398023989
RNF220,1.251688329,1.625171867,1.571502209,2.044507402
ECD,1.676663041,1.86056786,3.779460264,3.449160609
NEDD4L,1.625783157,1.227359206,2.314835159,1.290455889
ZCCHC9,0.874487544,1.743982367,1.573809463,1.453772289
ZBTB48,1.278482169,1.254058911,1.445990677,1.767211668
MASTL,1.366032535,1.399037563,2.56348278,2.696653482
MRPL18,1.869960416,0.979205395,4.28893305,4.168479288
RCC1,1.85244107,1.548930319,1.291459449,1.375954083
RO60,1.897899452,1.358430672,3.391024574,2.956996489
GTSE1,1.913150058,1.422750861,3.097711175,1.453723328
FAF1,1.581104514,1.647410251,2.916900474,2.512143063
RAB7A,3.193327835,1.558514008,3.883552053,3.787820158
SPOUT1,1.792483655,1.174442734,1.237331721,1.806261491
WDR70,1.406239532,1.405447596,1.697842436,0.837931624
CNP,1.772455879,1.814218195,3.831408608,3.094111923
NOL7,1.740559461,1.411550849,4.460806892,4.171549581
HSPA4,1.763170384,2.296452109,2.881223784,3.017084161
VAT1,1.550482383,2.353906029,3.87214225,3.767973466
ARL1,2.914013617,1.600103456,4.390617219,4.341406892
AFMID,2.23906955,1.776564483,1.511807573,1.717434828
CKAP4,2.040995374,1.719718902,3.678811809,3.488184801
KLC1,1.21481631,1.940855387,1.551396139,1.795254502
ASCC1,1.663899123,1.336271261,1.333627243,3.59678644
PLEKHA5,1.806483339,1.640338275,2.669453487,1.367824
FOXK1,1.37086262,1.498658016,1.606484612,1.336251388
TFRC,1.735148798,2.038584631,3.752024517,3.695000584
USP5,1.332695945,1.552141445,3.282064709,3.166024097
ZYX,1.674535059,1.990057857,3.260854703,3.277181289
MMAB,1.933753613,1.232660943,2.020912336,0.951081038
MAGED1,1.57141508,2.0444403,4.134455517,4.278520118
VPS35L,1.471831808,1.363808529,2.843545738,2.960573193
TST,1.364223447,1.742362246,1.487493747,1.685161943
ZXDC,1.039315797,2.017151715,1.586601577,1.562594121
MRPL49,0.973530372,1.238505661,3.711966387,3.40422677
ZFYVE16,1.154120053,1.448641198,1.914218088,2.161354853
COPS8,3.037037218,1.480025341,4.148818023,4.006188767
TRIM71,1.866584519,1.051099432,3.32333863,3.171759341
NOA1,1.173435754,1.023221155,1.017134645,2.309538021
COX2,1.889790439,2.950379335,4.769213677,4.660542942
SORBS1,1.814700992,1.232235456,1.156250445,1.037392399
JUN,1.532050233,1.570719512,3.589201047,3.5034414
MRPL11,2.718566546,2.747087225,4.702689795,4.620348349
HIC2,1.549922605,1.936350969,2.793398473,2.844121459
ZBTB33,1.817024826,1.194191837,1.835419025,1.812709381
WDR48,1.626182529,1.977388368,1.284982956,1.099878835
TARS2,1.819952534,1.949930287,4.134316883,3.918774584
DNAH5,1.3521514,1.377186003,1.824986842,1.793668367
TMEM131,1.341579539,1.858591135,1.409248868,1.600544859
RNF138,1.104985396,1.35899257,4.281231787,3.917292061
RPTOR,1.453064366,1.233524115,1.45566273,2.076258543
PDLIM5,1.358705938,1.86326809,3.78641768,3.627151994
TARSL2,0.909860424,1.174489176,1.177428759,1.843891531
RALGAPA1,1.550129653,1.603872982,1.370089962,1.406965675
RPAP3,1.857918995,1.869387021,4.713551141,4.562204501
ECM1,1.97307189,1.569700562,0.962025717,0.815500212
ZC3H4,1.03894098,1.468854849,3.101662134,3.663233246
DMD,1.470686252,1.869537189,1.14069341,1.351138905
CHMP2B,1.374867327,1.891961081,4.145954014,1.008757371
SUMO1,1.634481423,1.582762637,3.618838366,3.699784584
RRM2,1.554251475,1.508399479,3.538129233,3.705031121
SMARCC1,1.003361009,1.441108079,2.883692812,2.691760702
AIP,1.090766721,1.399133651,1.424791804,1.519648679
FAF2,0.996424832,2.029628362,4.517387095,4.3663965
ABCF3,1.189231526,1.243132243,2.644258394,2.541542225
TMEM132C,0.966156997,1.277028876,1.477236106,1.4597912
ZNF800,1.631340432,1.556730128,1.088246876,2.250642615
ZNF770,1.810097445,1.602573515,1.239232941,1.305561422
DDX46,1.583650148,1.231977524,1.785586219,1.829744934
NCAPD2,1.367127839,1.599431487,3.303042107,2.934154691
NEDD4,1.527255193,1.372400735,1.742784187,1.864363407
DFFA,1.910630096,1.946219354,1.436746568,1.368147498
RAP2B,2.866933099,2.105394862,3.758504025,3.708049446
ACAT2,2.056692759,1.228570733,2.510243307,2.323336966
BRPF1,1.53195362,1.94715687,1.221910722,1.857459178
AIMP1,2.79682301,3.09341511,4.135514167,4.121093566
ARPC5,3.54918595,2.00901372,4.20553488,4.246413472
ARL8A,2.843390241,2.115595169,1.679882177,1.60733127
FYCO1,1.646937687,1.944031645,1.319906184,0.753270591
SETDB1,1.698282221,1.37102451,2.17424272,1.98969167
PRPF38A,1.607984896,0.843938911,1.670693818,2.048877449
CACNA2D2,1.295831995,1.711467701,2.736690662,2.39124013
PPP2R2A,1.239518594,1.562553654,4.238523496,3.832300931
TAF1D,0.750719699,1.605504308,1.208879112,2.021270415
PPFIA1,1.522314783,1.78409359,2.884450044,1.788347788
DLAT,1.718414962,2.322289593,3.454987964,3.283248443
MARK1,1.175465269,1.294066886,1.703625295,1.389278067
DHCR7,1.125309695,1.462747984,3.922035428,3.068303199
ACAD11,1.713223132,1.502074815,2.831975153,2.384177584
AGPS,1.536874827,1.45021602,3.306698582,2.691128827
ZNF777,1.84618803,1.563178175,1.742593418,1.496752092
SCO2,1.509722464,1.44890643,4.150310638,4.071059318
TGM5,1.638421326,1.865699285,1.342705178,1.688283072
VPS18,1.33729095,1.850731925,3.127633986,3.042476234
RPL35A,4.131898826,3.535502916,4.790677986,5.071395223
XRCC1,1.241774645,0.80864138,3.8498503,3.731681666
ELP1,1.879215094,1.628586205,3.835521505,3.476830222
RCN1,1.61747844,1.590326146,4.538792286,4.504266201
ZNF24,1.686510483,1.518647883,3.972423239,3.903879879
STAM,1.794593512,1.252707175,3.177870512,1.02527322
TRIM33,1.559992933,1.386612827,2.495809005,2.178897917
ALDH7A1,1.498602295,1.720475362,1.244027117,1.08899045
TAOK3,1.400710695,1.486789658,1.455098148,1.891612355
ARHGEF17,1.871184858,3.763586946,2.625769459,3.696618279
CLASRP,1.172967995,1.658864652,1.418302055,1.403443372
TDP1,1.333487258,1.642044763,2.993379888,2.624941671
TUBGCP2,1.604181967,1.837289753,3.676963195,3.398426261
PSMD6,1.528727787,2.71219211,4.535977653,4.426937556
CPSF1,1.815648003,1.698831826,3.171192726,3.178721917
VPS13C,1.44967402,1.640486582,1.768408938,2.482681793
NUP210,1.123325718,1.510064938,2.073743914,1.69844727
GTF2F1,1.189472969,1.964644396,1.694305111,1.39744622
PLCXD2,1.516830265,1.442314119,3.647564005,3.30616112
ZNF106,1.683232671,1.570825295,1.560408668,1.339026748
KTN1,2.016523472,1.566033954,3.456641013,3.181089331
EIF4E,1.781080795,1.936799134,3.962375578,4.040683936
LLGL1,1.761453354,1.033513919,3.251646056,3.269567151
TIGD1,1.813087374,1.282431977,1.48135733,1.272378709
HMCES,2.169331759,1.604392269,1.246279547,1.778427136
PPP4C,1.438126148,1.36766909,1.527095854,4.039570236
GMPPA,2.14184676,2.332431421,3.195999594,2.522731951
NEXN,1.21273237,2.42815309,3.725618164,3.469235293
NCAPH2,1.218570058,1.306512015,3.570180688,3.577514123
TAF6L,1.417030334,1.177552521,3.415063862,3.423709451
DIAPH3,1.390290654,1.596450645,2.560031599,1.941705181
VCL,1.629427047,1.909411556,1.577639303,1.403412325
STX12,1.939959547,1.594000311,3.79643115,3.660206629
PRDM15,1.797276569,1.580536704,1.2808202,1.713254398
SERPINA12,2.1776115,1.531431894,1.955216146,1.672171291
CTSD,1.799464283,1.787519692,1.834367922,1.3610604
PPP6R3,1.740118891,1.185936577,4.146943134,4.056799922
TBC1D8B,2.220519053,2.44962889,3.140836457,3.138164706
GRHPR,1.01439165,1.362503452,1.708551837,1.951943645
PPM1F,1.402110869,1.676637501,4.202896839,3.95092254
EHD1,1.630499035,1.376546338,3.356706844,3.159474839
MTOR,1.835998229,1.515857067,2.942735481,2.651691438
PXN,1.414536892,1.44544539,1.155652462,1.527452012
PURA,1.579798217,1.23961049,5.083625701,4.958709392
RPUSD4,1.57725499,1.731787143,0.793498311,1.752156462
GMCL1,1.77183083,1.133114223,2.570991587,1.722522468
FAM207A,1.621800178,1.679669007,3.690305938,3.91254798
SHMT2,1.871388029,2.086513878,4.75836747,4.646093152
ZNF250,1.493903246,1.584696745,1.570595779,1.047430277
UQCRC1,1.300462702,1.351707278,3.919917699,3.767833654
FOXC1,1.55516233,1.343143625,1.257404316,2.744421978
SDC4,1.714870428,1.376737547,3.005500564,1.952523124
GPATCH2L,1.651289405,1.756713993,2.173358037,1.733998535
SEC23B,1.760221499,1.385881932,2.613100625,1.495042891
FAM199X,1.810327072,1.510873631,3.767271209,3.535890637
CSK,1.320903935,1.646760409,3.604623848,3.322180949
CACTIN,0.965901415,1.595462367,1.577516755,1.055574626
PRKRA,1.246028464,1.303821859,4.068303386,4.071328234
BCAS2,1.236420782,1.600219433,4.024653217,3.933628238
USP39,1.590800518,1.896646616,1.438146227,1.375782316
SLU7,1.304920895,1.146910906,3.259520763,3.067396871
FAM120B,1.213288296,1.397414479,1.241937852,1.820881251
DRG1,2.154649121,2.155545484,4.304717375,4.142972099
ITSN1,1.690648438,1.611715036,3.01761018,2.928368579
SAMHD1,2.319375512,1.779525763,4.21797529,4.067907476
CBX6,1.591687747,1.269947315,3.564382701,3.574339813
ANAPC1,1.2850377,1.720512088,2.483468794,1.405746608
SYMPK,1.127959162,0.846929611,2.44816012,1.802079635
CEP250,1.858203131,1.41751172,1.42089916,1.517838742
TUBGCP6,1.70280015,1.435628275,2.286573068,1.942374694
FAM83H,1.167161591,1.415577785,3.15498293,3.173692294
VPS29,2.308688978,1.488993015,4.030360527,3.821951134
WDR73,1.797943287,1.53276422,1.632201922,1.900859412
GSR,1.81242582,1.664005887,1.528916813,1.07147822
TRIM37,1.238906783,1.361881674,1.298173299,1.97953522
MAK16,2.414564791,1.479204292,1.858114576,1.032134082
CCDC22,1.083252733,1.415171938,3.826137873,3.614248619
STOM,1.818595969,2.303086159,3.231460127,3.005093008
RPS20,4.126946912,3.952419254,4.607809768,4.858472003
JAK1,1.309574411,1.850881075,3.053294384,2.993927329
CHCHD3,1.192933227,2.973495282,4.471992678,4.341673101
TGS1,1.006567389,1.523792741,2.804067093,2.660805707
TMEM33,2.650706108,1.201453358,4.370217,4.270340971
PPM1D,1.604740759,1.026098402,2.624565718,1.7668041
STAT1,1.457750091,1.44915593,3.430639256,3.261347462
VDAC1,2.280752536,1.390714589,3.709974082,1.589263707
RBM7,1.006388346,1.225522708,1.298001873,1.832349925
SQSTM1,2.647503746,2.619412544,4.635846325,4.615359988
ATG3,1.406709472,1.522637743,1.114127546,1.365821021
GATAD2A,1.53609229,1.542478572,2.677230571,2.445175019
RABGEF1,1.534982107,1.383188036,1.60447633,1.315174544
CIR1,2.202348651,1.913826276,3.799744175,2.823477766
AVIL,2.22224163,1.458945643,1.094843747,2.8419425
ADSL,1.922558072,1.138046122,2.960161601,2.827405162
ZNF185,1.454873332,2.068439105,1.552221188,1.254852492
NCR3LG1,1.757408379,1.749814788,3.452208665,3.007761113
TYK2,1.393184993,1.372354953,2.988425547,2.829127246
RTN4R,1.3057227,1.550332962,1.614019271,2.117907442
FAM193B,1.929992682,1.983325885,1.408675337,1.810735563
PTOV1,1.741639357,1.676553509,3.066273706,2.983104963
POLR2E,2.916213876,3.137224499,5.065918139,4.861247395
9-Sep,1.41635079,1.380621528,2.798062483,1.733556677
MCMBP,1.795272143,1.52433557,2.93921881,2.41704744
PRPSAP1,2.034788927,2.070791334,3.354253314,3.448919978
STRN3,1.620941232,1.447216158,3.448159835,3.000942921
YRDC,1.710488205,1.538752396,1.400214311,2.01191556
SNX1,1.746757763,1.367859838,1.276265888,1.216983451
SCFD1,1.465606263,1.402650854,3.211514274,3.082144239
CD109,0.967457109,1.327230427,3.430598897,2.813463059
CCDC9,1.746585016,1.57954894,1.402088227,2.589798363
LZTR1,1.262087882,1.821384166,1.949767727,0.996030708
RANBP1,1.55838008,1.383785939,3.726062673,3.597190626
PIK3CB,1.21535704,1.768663255,1.552193539,2.031420064
ZNF711,1.165196507,1.292027033,1.48593736,1.60780005
STOML2,1.349291829,1.611077009,4.009364512,3.851854316
RP9,1.813483686,1.964883923,3.630300691,3.514276871
LMTK2,1.502449466,1.686788734,2.907281222,2.657878558
AKAP17A,1.418513655,1.201953594,1.494371966,1.356229522
ACSL3,1.195016438,1.412227769,3.585272413,3.486050996
COPS4,1.760298768,2.088815851,2.09570942,3.144273925
NUDT5,1.973223941,0.912939898,1.698264369,1.52345238
CNTRL,1.667438971,1.381017618,3.139971807,3.173681791
DROSHA,1.578470186,1.47201934,2.548335417,1.060404169
NDUFS1,1.525505234,0.743331131,4.005811536,3.950936747
TUBA4B,3.887962329,3.17735464,5.367217802,5.372628676
DSC3,1.180297029,1.623847863,1.185703304,0.927113984
PRRC2C,1.375908967,1.486189793,4.281931752,3.974211204
CBX3,2.228901055,1.251778438,4.615251136,1.884523542
GPATCH1,2.071488972,0.984533411,2.231439664,2.027859583
SMARCB1,1.16182367,1.895625768,3.73891296,3.557537368
RBM26,1.466954568,0.921362739,3.50428836,3.285781569
CCDC40,1.538975029,1.780213079,3.771578432,1.303887242
GPI,2.48210402,2.034641165,3.920785253,3.786484179
CCP110,1.217424606,1.732467602,2.91639759,0.976343937
MYO18B,1.645606974,1.253043464,1.661716953,1.760071743
SNX9,1.904023186,1.744720994,1.191063898,2.500687381
UBR5,1.673417395,1.59403725,4.352674944,4.060246977
PDLIM1,1.681071065,2.744143278,3.885273913,3.877247002
GTF3C4,1.176757543,1.702684073,4.001586144,3.533463379
PSMC3,2.606208658,1.970131275,4.748572242,4.667137781
CHMP4A,1.489842511,1.664505463,1.242883388,1.339430937
POLDIP2,1.587239413,1.567772268,1.432832983,1.647297836
ELL,1.864243976,1.373541312,1.539858956,1.217731934
GLRX,2.072980945,2.126262295,2.011179495,0.626657281
PABPN1,1.358278822,1.353016271,4.165531658,3.935490852
NKTR,1.453513529,1.83580493,2.533043821,2.492552363
HSD17B10,2.239111335,2.624420213,4.322689439,4.170438053
POMT2,1.10707111,1.129880853,1.339299456,1.583380806
SNRNP70,1.585219634,1.619381213,4.514485774,4.649312787
FANCI,1.801942885,1.465379446,1.818747558,2.364115279
PDIA4,0.966154674,1.689115271,3.555134319,3.467229102
APOB,1.332675845,1.259959592,1.542712599,1.808362271
POLR1D,2.971837162,3.016532966,1.541337514,3.281522439
DCP1A,1.168624326,1.600940429,4.047112054,3.941972747
ARHGAP21,1.229171021,1.697063219,3.168297614,2.387535262
TBC1D10B,1.559185655,1.48176847,2.879568734,3.15558713
EIF4G1,1.579451055,2.016378255,4.50821791,4.232225787
MAP1B,1.618817745,1.631150243,4.120169957,3.872788852
METAP2,1.493649774,1.102812448,1.748417004,0.855621051
DMBT1,1.555443018,1.541562475,1.203925552,2.00514005
MTRR,1.216716962,1.125177703,3.015580087,2.775005003
UTP4,1.632866424,1.327031651,3.44487529,2.678096944
RGS22,1.132252811,1.793969806,1.842711547,1.17283111
CNBD2,1.421843207,1.480819435,1.596970051,1.727788248
TSG101,1.308102676,1.412410922,3.124295391,2.740657602
SSR1,1.328959505,1.332585955,4.22170457,4.035175772
SIPA1L2,1.182581192,0.935018141,3.010476055,2.894754494
MYO3B,2.03066351,1.677444961,3.57111841,3.199326661
PELO,1.37784231,1.72831171,3.956141881,3.2724169
PPIE,1.528037318,1.538925976,1.416828276,1.441905701
EXOC4,1.230415372,1.741105994,3.435630576,3.379133074
ZFP64,1.515649636,1.447364362,1.492561755,2.583852849
PTBP2,2.639018081,2.772038451,4.333282015,4.163942199
DDX51,1.362507554,1.891185611,3.109489869,3.573249426
DCTN4,1.839115461,1.025382328,3.666792811,3.427419875
AMFR,1.417012769,1.768492601,1.493251092,1.104292454
SMC4,1.325272739,1.873266961,4.342894089,4.012392218
ULBP3,1.495223644,1.847957085,1.412731333,1.378766052
GOLGB1,1.391083705,1.423145584,1.459865683,1.97228235
FUBP1,1.26753658,1.191374516,3.623549879,3.522782901
CENPE,1.903822584,1.535471613,1.439591102,2.557429401
PDE8A,1.658058106,1.410546907,2.854221765,2.807697737
SMG6,1.868784404,1.084449991,3.52061282,2.854187826
STUB1,1.445856362,1.861999068,4.745022464,4.641720212
AGRN,1.392007247,1.822089354,1.586979512,0.749774702
PHF10,1.037076652,1.539592315,1.68742756,1.875267621
CCAR2,1.793636031,1.801246708,3.553025248,3.434759366
RBM10,1.796693221,1.349995601,3.573760495,3.116639809
WDR26,1.600316585,1.892940131,3.838426047,3.60705383
ACTR1B,2.357124351,2.997190502,1.529622799,1.055422977
SNX5,1.534915609,1.719051362,2.934271591,2.496633639
