Gene,logFC,logCPM,F,PValue,FDR
IK,0.595865939322468,7.51681548908465,52.3843157373439,4.3782598215687e-07,8.59034478172785e-05
RPS21,-0.696013015451034,8.48188845191276,52.2262318409173,4.47896983753742e-07,8.6892014848226e-05
WDR90,-0.776931891928597,5.63775678437599,52.0381969813374,4.6021440819485e-07,8.82895774654699e-05
HOXC8,0.715376026278383,3.85524630942211,51.8651611521498,4.71887169345787e-07,8.85830636515574e-05
PSMA2,-0.603949175185299,7.22587437981799,51.8631352038466,4.72005204213094e-07,8.85830636515574e-05
DDIT4,-0.979145502069463,6.13353351614884,51.5840237805988,4.91506166617481e-07,9.12510265894348e-05
TCEAL9,0.649665453154258,6.77308819137878,51.4080335798379,5.04254635513963e-07,9.14694383608959e-05
LLPH,0.646937746759814,5.20911348898421,51.2698184305793,5.1452561421879e-07,9.14694383608959e-05
FGFR4,-0.704131229158816,4.70971700518474,51.2255679050313,5.17867460095708e-07,9.14694383608959e-05
GPS2,0.657450803006116,6.50144784560553,51.2106994199241,5.18983413700176e-07,9.14694383608959e-05
FTX,0.79730635334569,5.01345585503139,51.2082847693073,5.19170911581594e-07,9.14694383608959e-05
COMMD5,-0.779309233371827,4.19540237190066,51.1108606203995,5.26637117489643e-07,9.1847641116931e-05
FIP1L1,0.566212185560398,6.38125741537195,51.0351807662698,5.32481218544653e-07,9.19382071939197e-05
SSB,0.571101222309971,8.66615556266078,50.5850020788665,5.68895198096448e-07,9.66094722608391e-05
TMEM99,-0.920630120855719,3.57582558917469,50.5638259916826,5.70726640252843e-07,9.66094722608391e-05
SNHG19,-1.10879837216502,3.77276180562118,50.4648635332451,5.79110936494513e-07,9.70769847525656e-05
ENDOG,-1.26200458782219,3.42211176087141,50.3259518836735,5.91182184707214e-07,9.8147611549565e-05
LAMA5,-0.568037747487254,5.74610424493383,50.0437858672568,6.16339888105592e-07,0.000100263483021534
FAM241B,-0.750917815249837,3.61370759769127,50.0267532005144,6.1794322580478e-07,0.000100263483021534
MESP1,-1.09077494643096,2.97865061697917,49.9911771482221,6.21347890843514e-07,0.000100263483021534
AP1M1,-0.587975035128356,6.18172825073647,49.820720423425,6.37139014943672e-07,0.00010108774281192
HNRNPH3,0.518759881444234,8.25932812417542,49.7650800768073,6.42445998479744e-07,0.00010108774281192
ZCRB1,0.629566366270029,6.37239287003621,49.7486812741768,6.44020138382439e-07,0.00010108774281192
